fips,dem_share_pct,gop_share_pct
39153,53.04,46.05
39155,41.19,58.01
39157,27.97,71.25
39159,34.69,64.32
39161,20.37,78.86
39163,20.38,78.98
39165,33.76,65.28
39167,27.74,71.49
39169,29.92,69.18
39171,25.41,73.66
39173,44.43,54.58
39175,23.98,75.2
40001,17.76,80.76
40003,10.93,87.55
40005,13.76,85.34
40007,7.44,91.24
40009,14.24,84.32
40011,17.72,80.67
40013,20.04,78.59
40015,25.42,72.51
40017,28.79,69.18
40019,21.95,76.69
40021,32.69,65.29
40023,16.74,82.16
40025,7.06,91.98
40027,41.44,56.35
40029,13.59,84.91
40031,37.4,60.74
40033,15.64,82.48
40035,20.01,78.27
40037,21.22,76.96
40039,22.41,75.66
40041,19.19,79.56
40043,9.44,89.57
40045,10.87,87.47
40047,22.2,75.96
40049,16.4,82.46
40051,17.94,80.6
40053,13.88,84.42
40055,16.56,82.3
40057,18.71,80.39
40059,10.13,88.49
40061,14.55,84.2
40063,17.84,80.36
40065,19.89,78.17
40067,13.43,85.05
40069,16.17,81.84
40071,24.45,73.81
40073,13.67,85.06
40075,20.07,78.37
40077,16.7,82.28
40079,16.98,81.76
40081,17.54,80.8
40083,24.44,73.49
40085,16.17,82.39
40087,18.84,79.47
40089,15.0,83.87
40091,22.95,75.68
40093,9.4,88.76
40095,17.74,81.17
40097,20.31,77.78
40099,18.35,79.68
40101,30.38,67.95
40103,20.36,77.73
40105,15.79,82.75
40107,21.41,77.23
40109,48.03,49.71
40111,27.73,70.39
40113,28.44,69.83
40115,22.46,75.95
40117,19.69,78.56
40119,36.07,61.35
40121,19.76,78.77
40123,25.67,72.27
40125,25.25,72.69
40127,13.1,85.6
40129,9.23,89.32
40131,21.63,76.63
40133,24.25,73.98
40135,18.65,80.16
40137,17.38,81.05
40139,15.23,82.96
40141,19.74,79.19
40143,41.3,56.53
40145,24.23,73.99
40147,25.0,72.65
40149,11.84,86.63
40151,16.88,81.23
40153,13.22,85.22
41001,24.16,73.34
41003,68.06,28.46
41005,53.36,43.64
41007,54.12,42.76
41009,41.37,55.26
41011,38.66,58.54
41013,23.48,74.28
41015,40.56,56.66
41017,53.65,43.55
41019,29.92,67.58
41021,25.75,71.24
41023,18.39,78.78
41025,18.81,78.19
41027,66.28,30.54
41029,45.46,51.89
41031,33.65,63.83
41033,34.2,63.26
41035,27.86,69.76
41037,16.22,81.53
41039,60.01,36.87
41041,57.67,39.25
41043,36.24,60.63
41045,26.36,70.71
41047,47.5,49.5
41049,24.12,72.49
41051,79.31,17.19
41053,46.59,50.39
41055,20.12,77.07
41057,47.9,49.25
41059,29.74,67.49
41061,28.15,68.73
41063,30.95,66.23
41065,45.54,51.22
41067,65.29,31.33
41069,24.33,71.38
41071,45.31,51.43
42001,32.72,66.36
42003,59.67,39.36
42005,23.04,76.23
42007,39.22,59.93
42009,15.4,84.01
42011,43.43,55.6
42013,27.91,71.37
42015,25.62,73.53
42017,49.48,49.55
42019,33.48,65.69
42021,29.77,69.46
42023,24.25,74.54
42025,32.19,66.98
42027,50.89,48.06
42029,56.71,42.25
42031,23.12,76.2
42033,23.86,75.39
42035,29.13,70.0
42037,34.02,65.05
42039,29.99,69.24
42041,44.65,54.09
42043,52.38,46.46
42045,61.35,37.61
42047,26.14,73.12
42049,49.03,50.05
42051,30.8,68.74
42053,27.32,71.77
42055,28.07,71.06
42057,13.48,86.08
42059,26.64,71.47
42061,23.18,76.12
42063,30.07,69.18
42065,20.35,78.84
42067,18.92,80.31
42069,51.04,48.26
42071,41.53,57.48
42073,32.77,66.54
42075,33.56,65.52
42077,50.74,48.05
42079,40.03,59.2
42081,28.84,70.3
42083,25.99,73.17
42085,34.49,64.65
42087,21.45,77.86
42089,49.12,49.9
42091,60.88,38.07
42093,38.98,59.99
42095,48.62,50.4
42097,29.56,69.48
42099,24.82,74.14
42101,78.81,20.0
42103,37.57,61.62
42105,18.44,80.73
42107,28.53,70.6
42109,26.15,73.18
42111,21.03,78.26
42113,26.23,73.13
42115,27.2,71.92
42117,23.63,75.38
42119,37.83,61.21
42121,28.52,70.64
42123,29.98,69.22
42125,36.93,62.43
42127,31.08,68.17
42129,35.42,63.85
42131,31.09,67.91
42133,36.89,62.15
44001,62.09,35.74
44003,49.94,48.06
44005,61.63,36.14
44007,56.12,41.69
44009,56.37,41.36
45001,28.21,70.63
45003,36.35,62.25
45005,71.62,26.89
45007,25.72,73.07
45009,56.99,41.73
45011,41.64,57.18
45013,42.15,56.63
45015,41.14,57.41
45017,42.19,56.53
45019,51.94,46.27
45021,23.91,75.27
45023,40.84,58.05
45025,35.45,63.52
45027,43.28,55.55
45029,40.36,58.52
45031,42.78,56.1
45033,44.19,55.02
45035,41.78,56.37
45037,33.47,65.32
45039,55.97,42.73
45041,45.32,53.34
45043,39.64,59.14
45045,38.01,60.21
45047,34.85,63.83
45049,52.57,46.17
45051,30.26,68.81
45053,44.68,54.32
45055,35.27,63.49
45057,37.01,61.78
45059,29.02,69.87
45061,55.78,38.11
45063,32.55,66.01
45065,40.84,57.94
45067,54.65,44.11
45069,50.6,48.23
45071,32.22,66.56
45073,23.63,75.18
45075,61.76,37.19
45077,22.98,75.64
45079,66.39,31.81
45081,27.22,71.58
45083,32.59,66.22
45085,51.86,46.97
45087,33.23,65.93
45089,60.25,38.55
45091,39.72,58.8
46003,21.68,75.81
46005,28.77,68.84
46007,35.75,62.13
46009,23.3,74.73
46011,40.02,57.4
46013,35.65,62.46
46015,27.49,69.91
46017,62.45,35.19
46019,18.54,79.18
46021,14.35,84.45
46023,27.66,70.57
46025,22.53,75.03
46027,52.04,45.5
46029,28.42,69.2
46031,43.31,55.21
46033,26.11,71.87
46035,29.89,67.65
46037,34.11,63.98
46039,22.98,74.72
46041,55.16,42.38
46043,13.21,85.59
46045,18.91,79.67
46047,24.1,73.35
46049,16.19,81.42
46051,26.06,71.46
46053,18.79,78.96
46055,9.33,89.24
46057,18.91,79.36
46059,20.69,78.0
46061,19.5,78.74
46063,5.85,91.95
46065,33.65,63.77
46067,20.21,78.1
46069,21.29,76.26
46071,31.62,66.7
46073,27.63,70.87
46075,10.91,86.73
46077,27.13,71.01
46079,33.49,64.66
46081,32.93,64.27
46083,35.67,62.16
46085,29.16,68.62
46087,24.18,73.47
46089,14.47,83.68
46091,37.08,61.07
46093,23.32,74.2
46095,38.51,58.65
46097,25.11,72.07
46099,42.48,55.16
46101,32.99,64.85
46102,83.83,13.26
46103,35.44,61.88
46105,14.33,84.35
46107,16.49,81.59
46109,37.6,60.59
46111,21.37,76.65
46115,29.34,68.33
46117,25.76,72.62
46119,18.65,79.47
46121,73.85,23.38
46123,17.71,81.01
46125,23.01,74.35
46127,28.71,69.4
46129,19.51,78.67
46135,35.85,61.39
46137,46.86,49.68
47001,31.53,67.26
47003,20.52,78.51
47005,18.14,81.07
47007,14.39,84.87
47009,25.52,73.24
47011,20.01,78.86
47013,14.84,84.46
47015,16.45,82.58
47017,18.79,80.35
47019,17.92,81.15
47021,26.34,72.26
47023,16.97,81.91
47025,14.56,84.7
47027,16.33,82.9
47029,15.42,83.67
47031,21.82,76.91
47033,20.2,78.94
47035,20.2,79.09
47037,62.7,35.26
47039,14.98,84.08
47041,18.16,80.87
47043,23.46,75.39
47045,18.81,80.61
47047,28.36,70.71
47049,11.76,87.56
47051,22.96,76.12
47053,23.56,75.51
47055,22.05,77.07
47057,12.87,86.52
47059,16.55,82.28
47061,14.98,84.29
47063,20.12,79.03
47065,42.67,55.72
47067,11.49,87.96
47069,37.53,61.63
47071,14.09,85.11
47073,15.18,84.01
47075,49.77,49.4
47077,15.79,83.7
47079,21.8,77.14
47081,19.09,80.17
47083,20.29,78.45
47085,21.38,77.44
47087,18.32,80.8
47089,17.44,81.61
47091,14.96,84.29
47093,39.45,58.96
47095,22.12,77.0
47097,31.1,68.15
47099,15.05,84.11
47101,16.83,82.38
47103,17.25,81.89
47105,22.96,75.96
47107,17.48,81.73
47109,15.33,83.76
47111,12.36,86.69
47113,40.32,58.52
47115,21.72,77.43
47117,21.24,77.85
47119,27.15,71.75
47121,15.87,83.37
47123,16.16,82.99
47125,40.04,58.46
47127,14.83,83.74
47129,12.31,86.76
47131,17.22,82.14
47133,17.45,81.69
47135,15.02,84.47
47137,16.49,82.63
47139,15.54,83.67
47141,25.73,73.14
47143,16.01,82.9
47145,22.15,76.65
47147,24.03,74.88
47149,38.37,60.15
47151,9.81,89.62
47153,16.38,82.66
47155,18.93,80.07
47157,61.8,36.42
47159,17.08,81.99
47161,17.52,81.4
47163,22.01,76.98
47165,28.51,70.34
47167,23.11,75.95
47169,20.14,79.02
47171,18.48,80.51
47173,14.03,85.18
47175,16.05,83.25
47177,21.43,77.53
47179,29.61,69.08
47181,11.16,88.07
47183,20.34,78.7
47185,16.28,82.88
47187,32.97,65.36
47189,29.36,69.44
48001,18.78,80.59
48003,13.3,85.91
48005,23.67,75.68
48007,21.73,77.45
48009,10.13,89.48
48011,6.94,92.79
48013,27.94,71.26
48015,18.31,81.0
48017,19.08,80.17
48019,18.63,80.48
48021,40.19,58.56
48023,11.02,88.08
48025,29.65,69.53
48027,41.34,57.57
48029,54.31,44.56
48031,23.16,75.69
48033,4.13,95.61
48035,15.92,83.26
48037,25.34,74.05
48039,39.5,59.2
48041,36.85,61.7
48043,43.03,55.62
48045,9.68,89.52
48047,54.45,44.84
48049,12.65,86.59
48051,18.21,81.05
48053,21.72,77.43
48055,42.19,56.61
48057,23.66,75.83
48059,10.89,88.48
48061,46.72,52.52
48063,22.91,76.52
48065,9.14,90.35
48067,17.02,82.69
48069,20.68,78.87
48071,16.79,82.36
48073,18.26,80.93
48075,11.58,87.63
48077,9.89,89.54
48079,16.57,82.31
48081,9.87,89.47
48083,10.3,89.34
48085,43.12,54.26
48087,11.24,88.76
48089,21.09,78.29
48091,26.75,72.25
48093,12.74,86.78
48095,12.77,86.64
48097,16.2,83.08
48099,29.1,69.79
48101,13.55,86.0
48103,13.41,86.16
48105,22.79,76.71
48107,23.99,75.32
48109,40.85,57.75
48111,10.5,88.8
48113,60.21,38.0
48115,19.0,80.03
48117,23.78,75.43
48119,14.94,84.65
48121,42.68,55.83
48123,16.23,83.27
48125,14.7,84.99
48127,51.5,48.23
48129,10.16,88.32
48131,44.9,54.67
48133,10.98,88.45
48135,23.19,76.1
48137,13.23,86.47
48139,34.03,65.1
48141,56.95,41.82
48143,15.65,83.65
48145,27.29,72.02
48147,15.91,83.3
48149,18.87,80.28
48151,18.04,81.3
48153,17.14,82.1
48155,16.88,82.2
48157,49.5,47.92
48159,15.31,84.24
48161,16.57,82.92
48163,37.46,62.03
48165,8.39,91.02
48167,35.7,63.11
48169,13.32,85.93
48171,19.17,80.1
48173,5.73,93.97
48175,19.53,79.77
48177,22.3,77.12
48179,11.15,88.27
48181,22.46,76.73
48183,28.47,70.72
48185,19.47,79.73
48187,34.75,64.27
48189,20.51,78.5
48191,12.97,86.34
48193,14.0,85.33
48195,7.3,92.15
48197,13.38,86.12
48199,11.89,87.69
48201,51.97,46.44
48203,24.38,74.96
48205,8.09,91.42
48207,13.94,85.4
48209,52.14,46.49
48211,11.79,87.59
48213,17.96,81.44
48215,48.12,51.0
48217,17.48,81.84
48219,16.56,82.83
48221,16.61,82.58
48223,17.39,82.0
48225,22.06,77.41
48227,18.25,81.09
48229,26.49,73.12
48231,21.87,77.38
48233,11.08,88.25
48235,12.1,87.67
48237,8.64,90.91
48239,14.33,85.1
48241,16.51,83.1
48243,38.49,59.79
48245,45.13,54.01
48247,54.01,45.74
48249,42.03,57.55
48251,23.85,75.29
48253,13.06,86.21
48255,20.71,78.84
48257,35.65,63.52
48259,21.69,77.38
48261,25.95,72.78
48263,11.24,87.64
48265,22.43,76.77
48267,10.87,88.51
48269,4.44,95.56
48271,24.38,74.91
48273,43.34,56.06
48275,15.55,84.01
48277,19.21,80.26
48279,17.56,81.86
48281,19.76,79.33
48283,39.53,60.04
48285,11.78,87.88
48287,19.49,79.92
48289,11.4,88.1
48291,19.01,80.6
48293,21.18,78.08
48295,9.77,89.36
48297,14.95,84.58
48299,19.18,80.03
48301,10.31,88.66
48303,29.73,69.25
48305,14.45,84.73
48307,12.95,86.34
48309,34.04,64.94
48311,7.6,91.99
48313,17.56,81.95
48315,23.36,75.88
48317,11.86,87.61
48319,17.18,82.19
48321,24.28,74.82
48323,40.48,58.98
48325,28.25,71.0
48327,16.36,82.87
48329,19.3,79.84
48331,21.01,78.35
48333,11.31,88.22
48335,14.01,85.32
48337,10.89,88.54
48339,26.79,72.27
48341,16.05,83.19
48343,24.15,75.32
48345,5.38,94.15
48347,30.19,69.0
48349,23.74,75.56
48351,16.56,83.16
48353,19.95,79.16
48355,43.78,55.26
48357,8.94,90.53
48359,7.6,91.89
48361,16.36,83.11
48363,16.07,83.2
48365,16.66,83.06
48367,16.38,82.78
48369,14.7,84.78
48371,27.03,71.86
48373,20.22,79.13
48375,27.26,71.69
48377,64.64,34.4
48379,13.26,86.19
48381,19.35,79.75
48383,14.86,84.3
48385,16.09,82.99
48387,19.03,80.78
48389,31.11,68.04
48391,29.92,69.47
48393,3.51,95.96
48395,23.62,75.75
48397,29.06,69.95
48399,11.14,88.26
48401,19.98,79.41
48403,10.57,89.09
48405,21.59,77.85
48407,17.01,82.29
48409,31.38,67.8
48411,10.21,89.23
48413,17.33,81.77
48415,12.83,86.45
48417,8.45,90.62
48419,17.5,82.07
48421,5.5,93.69
48423,27.01,72.11
48425,14.21,85.01
48427,41.79,57.78
48429,10.21,89.55
48431,6.84,92.69
48433,15.36,84.36
48435,16.29,83.36
48437,17.79,81.24
48439,46.74,51.86
48441,24.6,74.38
48443,22.47,77.53
48445,17.17,82.33
48447,8.11,91.44
48449,22.29,77.01
48451,25.5,73.5
48453,68.76,29.43
48455,16.21,83.21
48457,13.04,86.52
48459,14.18,85.2
48461,11.2,88.18
48463,32.94,66.35
48465,36.23,62.85
48467,12.35,87.17
48469,28.37,70.97
48471,29.64,69.59
48473,36.97,62.0
48475,16.66,82.76
48477,22.29,77.0
48479,48.53,50.7
48481,23.77,75.61
48483,7.44,92.12
48485,27.5,71.51
48487,19.27,79.9
48489,48.05,51.34
48491,47.95,50.4
48493,22.91,76.62
48495,14.65,85.2
48497,14.66,84.71
48499,14.84,84.58
48501,14.29,85.21
48503,11.58,87.83
48505,38.53,60.97
48507,56.82,42.44
49001,12.27,86.58
49003,18.24,79.05
49005,31.08,65.51
49007,26.73,71.14
49009,18.36,80.55
49011,35.97,60.84
49013,11.25,87.15
49015,12.03,86.63
49017,19.25,78.66
49019,53.36,43.91
49021,20.39,77.38
49023,11.26,87.01
49025,25.35,73.05
49027,11.17,87.05
49029,18.59,78.44
49031,9.76,88.68
49033,14.79,83.69
49035,53.71,43.49
49037,40.79,57.1
49039,14.73,82.31
49041,11.31,87.19
49043,56.47,41.67
49045,28.13,69.09
49047,12.33,85.9
49049,28.51,68.29
49051,35.19,62.63
49053,22.96,75.24
49055,23.08,74.98
49057,36.81,60.3
50001,66.44,30.55
50003,59.97,37.45
50005,54.47,42.03
50007,75.37,21.72
50009,39.41,55.43
50011,50.02,47.04
50013,59.19,38.11
50015,66.33,30.53
50017,58.28,38.11
50019,47.81,49.36
50021,51.28,46.0
50023,69.96,26.6
50025,69.62,26.94
50027,66.34,30.74
51001,43.01,56.34
51003,66.35,32.23
51005,25.54,73.61
51007,27.56,71.91
51009,31.38,67.86
51011,24.1,75.12
51013,78.25,19.65
51015,25.79,73.33
51017,22.77,76.53
51019,24.42,74.79
51021,14.77,84.5
51023,27.02,72.15
51025,54.07,45.53
51027,14.53,85.12
51029,37.75,61.24
51031,25.31,73.89
51033,45.07,53.88
51035,18.1,81.39
51036,54.92,44.16
51037,33.43,65.98
51041,53.82,44.83
51043,40.82,57.67
51045,17.37,82.09
51047,36.97,61.94
51049,38.59,60.79
51051,18.67,80.9
51053,38.12,61.25
51057,45.76,53.51
51059,66.13,31.13
51061,38.57,60.23
51063,30.84,68.06
51065,46.35,52.63
51067,26.92,72.2
51069,35.22,63.64
51071,22.41,76.91
51073,30.39,68.76
51075,40.15,58.73
51077,18.55,80.75
51079,37.02,61.74
51081,54.33,45.07
51083,39.14,60.19
51085,36.58,62.35
51087,63.68,34.81
51089,33.28,66.11
51091,27.21,71.62
51093,39.64,59.42
51095,52.55,46.32
51097,36.81,62.5
51099,36.82,61.84
51101,29.31,69.89
51103,46.09,53.11
51105,13.76,85.81
51107,56.65,40.36
51109,36.48,62.68
51111,38.32,61.13
51113,31.99,67.2
51115,29.92,69.25
51117,39.37,60.19
51119,35.93,63.31
51121,50.91,47.42
51125,45.78,53.3
51127,33.69,65.54
51131,52.74,46.59
51133,39.02,60.18
51135,38.46,60.82
51137,37.19,61.87
51139,22.53,76.63
51141,19.45,79.87
51143,28.15,71.29
51145,27.51,71.58
51147,48.16,50.74
51149,38.88,60.18
51153,57.62,39.63
51155,27.3,71.97
51157,40.51,58.42
51159,34.58,64.82
51161,38.2,60.67
51163,32.62,66.41
51165,30.95,68.0
51167,16.06,83.57
51169,14.53,84.94
51171,28.36,70.61
51173,19.45,79.9
51175,36.88,62.38
51177,45.13,53.69
51179,49.63,48.83
51181,49.13,49.79
51183,51.9,47.47
51185,15.26,84.15
51187,30.63,68.26
51191,23.02,76.35
51193,42.44,56.73
51195,18.1,81.4
51197,19.92,79.45
51199,46.27,52.41
51510,77.85,20.12
51520,29.83,69.49
51530,26.88,71.33
51540,83.4,14.71
51550,51.3,47.49
51570,33.35,65.8
51580,33.05,66.34
51590,60.08,39.02
51595,65.15,34.16
51600,65.43,32.0
51610,80.28,18.06
51620,60.86,38.08
51630,64.91,33.2
51640,27.71,71.62
51650,69.22,29.35
51660,61.7,36.34
51670,56.38,42.62
51678,62.7,35.98
51680,45.39,53.31
51683,56.48,41.63
51685,58.76,38.78
51690,60.71,38.09
51700,63.69,34.89
51710,69.99,28.46
51720,27.88,71.45
51730,85.79,13.02
51735,26.41,72.28
51740,68.62,29.99
51750,49.33,48.81
51760,82.03,15.76
51770,61.09,37.47
51775,39.83,59.09
51790,55.98,42.6
51800,57.35,41.45
51810,50.67,48.02
51820,46.48,52.17
51830,71.49,26.99
51840,54.2,44.43
53001,27.22,70.48
53003,35.82,61.46
53005,37.68,59.59
53007,43.91,53.38
53009,52.57,44.7
53011,52.11,45.12
53013,26.7,70.15
53015,38.67,58.59
53017,35.17,62.15
53019,32.1,65.11
53021,37.44,60.13
53023,24.57,72.45
53025,29.96,67.44
53027,45.59,51.63
53029,56.83,40.26
53031,71.05,25.74
53033,74.15,22.46
53035,58.84,37.9
53037,41.09,55.67
53039,43.74,53.06
53041,31.99,65.0
53043,23.61,74.18
53045,47.16,49.66
53047,41.06,56.05
53049,48.14,49.44
53051,28.96,68.57
53053,53.85,43.1
53055,73.72,22.34
53057,52.92,44.05
53059,43.03,54.16
53061,57.81,38.85
53063,46.03,51.0
53065,26.67,70.81
53067,58.46,38.06
53069,39.44,57.55
53071,44.62,52.69
53073,60.8,35.92
53075,52.81,43.83
53077,41.58,55.92
54001,18.75,79.3
54003,31.19,66.99
54005,20.15,77.55
54007,23.21,75.12
54009,26.79,71.42
54011,38.03,59.92
54013,16.62,81.44
54015,17.9,80.15
54017,12.65,85.96
54019,28.09,69.85
54021,20.73,77.73
54023,9.91,88.88
54025,27.98,70.13
54027,18.0,80.61
54029,25.79,72.62
54031,20.23,77.94
54033,28.49,69.44
54035,21.05,77.27
54037,41.04,56.84
54039,40.18,57.62
54041,19.47,78.75
54043,17.8,80.28
54045,16.11,82.83
54047,19.1,79.45
54049,33.23,64.47
54051,24.08,74.12
54053,20.02,78.05
54055,20.57,77.9
54057,19.24,79.41
54059,12.5,86.28
54061,46.48,50.86
54063,18.14,79.93
54065,21.4,77.05
54067,19.12,79.31
54069,35.99,62.03
54071,19.85,78.45
54073,19.59,78.61
54075,23.76,74.06
54077,20.47,77.47
54079,25.9,72.23
54081,22.01,76.35
54083,25.94,72.07
54085,12.77,85.75
54087,22.06,75.87
54089,23.29,74.68
54091,23.32,74.63
54093,24.48,73.4
54095,15.32,82.69
54097,20.62,77.42
54099,22.43,75.79
54101,15.98,82.66
54103,20.98,76.49
54105,15.85,82.14
54107,27.65,70.7
54109,12.95,85.96
55001,34.57,60.4
55003,51.63,46.92
55005,33.39,62.47
55007,54.51,43.38
55009,45.61,53.12
55011,34.17,64.43
55013,33.91,64.85
55015,39.34,59.31
55017,37.95,60.93
55019,29.44,68.44
55021,47.03,51.63
55023,42.49,56.29
55025,75.1,23.42
55027,32.84,65.75
55029,50.56,48.33
55031,51.95,46.62
55033,41.45,57.36
55035,54.6,44.01
55037,24.79,74.6
55039,35.07,63.78
55041,32.99,66.38
55043,40.24,58.42
55045,49.5,49.23
55047,31.26,67.6
55049,52.91,45.27
55051,36.46,62.69
55053,39.59,59.08
55055,41.12,57.5
55057,33.41,65.56
55059,46.23,52.48
55061,32.56,66.32
55063,54.0,44.64
55065,39.28,59.51
55067,32.13,66.75
55069,36.69,61.86
55071,37.63,60.99
55073,40.07,58.74
55075,30.43,68.42
55077,34.57,64.22
55078,80.53,18.83
55079,68.35,29.83
55081,36.34,62.45
55083,28.0,71.04
55085,40.58,58.2
55087,44.18,54.36
55089,44.11,54.6
55091,34.98,64.26
55093,40.17,56.94
55095,33.91,64.85
55097,49.82,48.63
55099,33.93,65.07
55101,46.29,52.46
55103,42.83,55.96
55105,52.93,45.64
55107,30.46,68.51
55109,39.47,58.76
55111,48.36,50.03
55113,41.35,57.74
55115,31.28,67.58
55117,41.14,57.5
55119,25.27,73.48
55121,38.71,60.13
55123,45.32,53.12
55125,38.0,61.1
55127,38.3,60.54
55129,35.31,63.56
55131,31.27,67.58
55133,39.47,59.22
55135,32.76,66.17
55137,31.83,67.03
55139,46.93,51.68
55141,39.38,59.31
56001,47.46,50.63
56003,13.04,85.52
56005,10.99,87.77
56007,20.14,78.27
56009,12.65,86.19
56011,10.28,88.26
56013,30.36,67.71
56015,18.85,79.77
56017,18.74,79.95
56019,17.46,81.14
56021,32.99,65.42
56023,15.12,83.47
56025,24.82,73.45
56027,9.11,90.08
56029,19.66,78.94
56031,16.5,81.95
56033,24.17,74.24
56035,18.83,79.94
56037,22.52,75.69
56039,66.9,31.61
56041,17.38,81.06
56043,17.08,81.36
56045,10.82,87.84
02013,43.1,56.9
02016,43.1,56.9
02020,43.1,56.9
02050,43.1,56.9
02060,43.1,56.9
02063,43.1,56.9
02066,43.1,56.9
02068,43.1,56.9
02070,43.1,56.9
02090,43.1,56.9
02100,43.1,56.9
02105,43.1,56.9
02110,43.1,56.9
02122,43.1,56.9
02130,43.1,56.9
02150,43.1,56.9
02158,43.1,56.9
02164,43.1,56.9
02170,43.1,56.9
02180,43.1,56.9
02185,43.1,56.9
02188,43.1,56.9
02195,43.1,56.9
02198,43.1,56.9
02220,43.1,56.9
02230,43.1,56.9
02240,43.1,56.9
02261,43.1,56.9
02275,43.1,56.9
02282,43.1,56.9
02290,43.1,56.9
