fips,dist_to_coast_mi,dist_to_mountains_mi
21095,321.9,93.2
21097,228.1,201.3
21099,315.7,221.7
21101,270.0,319.2
21103,240.2,235.4
21105,356.0,259.5
21107,303.3,304.1
21109,291.7,147.5
21111,261.4,249.9
21113,269.8,189.7
21115,252.4,115.1
21117,198.9,232.2
21119,286.8,95.2
21121,324.6,116.8
21123,302.7,222.5
21125,312.4,138.0
21127,236.7,125.5
21129,274.3,139.7
21131,307.1,107.0
21133,302.9,81.8
21135,207.9,170.8
21137,298.2,175.6
21139,313.7,301.4
21141,336.1,259.2
21143,324.6,312.8
21145,327.5,279.9
21147,343.2,135.8
21149,288.6,296.0
21151,274.0,170.1
21153,263.4,115.9
21155,301.6,204.4
21157,335.9,297.1
21159,256.1,102.6
21161,209.5,189.3
21163,266.9,262.1
21165,250.8,147.7
21167,278.4,201.8
21169,340.2,199.2
21171,357.5,195.1
21173,247.7,165.7
21175,248.9,134.2
21177,310.6,280.7
21179,288.8,224.0
21181,229.5,184.0
21183,293.8,273.8
21185,250.4,248.9
21187,232.2,225.0
21189,286.6,131.9
21191,212.3,213.8
21193,295.5,103.0
21195,277.8,81.5
21197,262.0,152.6
21199,319.6,155.6
21201,218.6,193.9
21203,298.7,158.0
21205,231.0,154.7
21207,335.8,171.7
21209,242.7,204.8
21211,256.0,232.6
21213,346.1,240.9
21215,271.6,228.8
21217,314.9,198.9
21219,336.2,274.7
21221,338.6,310.1
21223,234.2,252.3
21225,280.3,332.9
21227,330.1,238.8
21229,286.8,210.1
21231,344.1,154.0
21233,289.0,316.8
21235,336.7,121.7
21237,262.9,135.2
21239,261.2,203.3
22001,102.4,385.8
22003,121.6,357.8
22005,83.5,414.5
22007,62.5,431.2
22009,155.8,337.1
22011,122.3,356.3
22013,234.6,240.4
22015,244.9,214.4
22017,233.0,223.6
22019,94.4,385.0
22021,224.3,267.6
22023,67.9,410.1
22025,191.0,301.0
22027,266.2,207.5
22029,174.7,318.0
22031,200.8,258.8
22033,106.8,388.9
22035,232.6,248.4
22037,127.1,370.9
22039,130.8,356.6
22041,220.5,273.8
22043,188.2,295.3
22045,65.8,438.7
22047,90.5,401.5
22049,236.7,247.4
22051,29.1,479.4
22053,95.3,384.2
22055,105.1,395.3
22057,46.5,471.7
22059,197.7,294.9
22061,256.6,226.1
22063,100.9,403.5
22065,214.5,271.6
22067,260.9,227.6
22069,195.8,282.1
22071,60.6,447.6
22073,250.0,241.9
22075,9.4,504.9
22077,123.5,368.4
22079,160.9,323.1
22081,211.9,255.7
22083,240.0,254.6
22085,172.8,293.0
22087,52.7,474.9
22089,62.8,446.2
22091,127.1,379.8
22093,71.9,428.7
22095,80.7,427.9
22097,124.5,370.9
22099,85.8,407.3
22101,51.7,442.4
22103,85.0,425.2
22105,106.9,399.9
22107,205.1,290.1
22109,24.9,472.7
22111,274.0,215.0
22113,74.8,419.7
22115,152.6,325.0
22117,99.6,395.7
22119,252.4,212.2
22121,102.9,389.8
22123,244.7,238.4
22125,131.9,360.9
22127,211.2,271.1
23001,41.0,34.4
23003,153.1,205.8
23005,32.3,39.2
23007,95.0,58.7
23009,69.3,127.4
23011,49.6,58.0
23013,40.5,93.0
23015,22.4,70.2
23017,75.2,21.9
23019,91.5,137.7
23021,127.9,147.5
23023,16.6,56.0
23025,125.3,101.2
23027,60.9,90.1
23029,32.0,170.4
23031,52.0,54.7
24001,205.3,51.2
24003,89.4,109.9
24005,116.5,120.3
24009,66.5,106.5
24011,62.8,146.2
24013,135.4,108.4
24015,88.3,155.7
24017,88.5,80.3
24019,42.0,132.8
24021,144.1,89.4
24023,190.6,26.8
24025,107.1,138.2
24027,115.7,99.4
24029,92.2,137.6
24031,121.0,82.5
24033,92.8,92.0
24035,78.5,135.5
24037,58.3,108.2
24039,19.9,146.5
24041,63.4,126.5
24043,166.8,84.7
24045,26.4,155.5
24047,18.5,173.9
24510,108.0,115.7
25001,61.0,168.1
25003,118.3,113.4
25005,26.4,150.9
25007,31.1,179.9
25009,16.9,94.4
25011,87.1,103.7
25013,85.6,132.6
25015,90.1,120.4
25017,25.9,98.5
25019,62.6,195.5
25021,21.3,121.3
25023,29.6,139.1
25025,7.4,111.8
25027,53.5,111.1
26001,2.9,424.4
26003,35.4,621.8
26005,74.4,417.6
26007,14.8,441.9
26009,59.6,495.3
26011,12.2,399.5
26013,47.6,684.0
26015,87.0,383.1
26017,27.9,387.8
26019,71.6,510.4
26021,39.6,420.4
26023,82.1,347.3
26025,86.3,357.0
26027,78.7,389.3
26029,42.6,539.8
26031,24.5,502.9
26033,37.1,536.6
26035,66.5,430.7
26037,42.4,370.7
26039,64.4,460.6
26041,53.6,591.4
26043,40.4,633.8
26045,68.6,364.3
26047,20.0,522.5
26049,21.6,342.9
26051,44.2,416.2
26053,48.3,687.9
26055,85.5,491.8
26057,35.4,387.5
26059,60.6,328.9
26061,68.5,708.6
26063,32.6,368.6
26065,53.8,346.4
26067,64.1,388.7
26069,22.0,410.2
26071,59.0,664.6
26073,52.8,413.2
26075,60.6,332.7
26077,107.3,379.5
26079,79.7,474.9
26081,85.1,411.2
26083,74.9,717.8
26085,107.0,464.6
26087,37.0,331.2
26089,76.2,530.0
26091,32.5,303.9
26093,48.2,329.1
26095,62.8,585.8
26097,38.6,564.1
26099,26.1,298.7
26101,81.5,495.1
26103,13.9,657.1
26105,91.9,486.3
26107,75.5,430.2
26109,37.3,598.1
26111,34.0,397.8
26113,81.7,456.1
26115,14.9,281.1
26117,62.8,408.3
26119,46.4,467.0
26121,80.2,462.7
26123,96.6,443.9
26125,31.7,313.4
26127,83.3,471.9
26129,38.7,427.2
26131,67.3,715.9
26133,85.9,447.4
26135,40.6,447.4
26137,54.1,478.8
26139,85.0,439.4
26141,38.7,463.9
26143,59.9,441.9
26145,8.1,370.5
26147,46.6,305.9
26149,102.9,367.4
26151,57.3,335.8
26153,66.3,581.0
26155,27.1,354.5
26157,26.6,359.7
26159,69.1,414.9
26161,42.0,310.1
26163,13.4,290.1
26165,105.1,472.5
27001,64.0,521.4
27003,118.8,511.6
27005,172.3,426.9
27007,155.1,487.9
27009,118.4,479.6
27011,227.0,361.9
27013,213.5,468.6
27015,217.6,434.9
27017,30.3,555.6
27019,159.3,481.8
27021,106.0,488.3
27023,206.6,397.2
27025,97.4,529.8
27027,207.8,394.0
27029,162.7,462.7
27031,68.3,682.9
27033,243.9,413.2
27035,95.9,489.6
27037,154.3,517.5
27039,195.6,527.9
27041,171.0,414.9
27043,233.8,476.3
27045,215.6,549.5
27047,224.4,506.0
27049,168.1,534.5
27051,195.9,389.5
27053,140.5,498.5
27055,186.8,553.8
27057,134.3,466.9
27059,102.9,511.6
27061,85.6,533.8
27063,262.2,416.6
27065,82.0,516.1
27067,180.0,425.4
27069,256.5,459.5
27071,127.0,549.5
27073,232.1,367.3
27075,59.2,630.5
27077,188.2,525.2
27079,185.3,484.5
27081,260.7,359.0
27083,245.1,380.0
27085,172.1,458.7
27087,178.4,436.4
27089,225.9,455.3
27091,246.4,446.5
27093,164.3,448.2
27095,94.7,500.1
27097,116.4,471.8
27099,218.9,535.4
27101,261.8,384.4
27103,198.0,459.0
27105,279.8,386.1
27107,208.6,410.1
27109,194.1,550.8
27111,173.7,413.6
27113,203.8,454.8
27115,57.7,543.4
27117,278.6,359.8
27119,212.4,429.4
27121,180.6,409.7
27123,132.4,516.9
27125,200.7,444.9
27127,225.1,409.2
27129,198.8,424.8
27131,178.9,505.8
27133,296.3,361.3
27135,219.5,491.7
27137,57.2,583.5
27139,163.7,494.4
27141,122.7,487.8
27143,184.9,460.0
27145,147.7,448.8
27147,199.9,510.5
27149,203.9,384.0
27151,201.8,393.8
27153,142.7,443.2
27155,220.6,364.9
27157,173.6,558.5
27159,137.7,450.4
27161,205.3,492.2
27163,127.5,527.2
27165,230.0,441.5
27167,210.0,378.8
27169,195.4,572.6
27171,143.6,475.8
27173,231.6,380.4
28001,173.1,322.6
28003,316.9,284.3
28005,149.9,353.7
28007,203.1,291.0
28009,314.2,251.9
28011,279.2,202.8
28013,256.0,268.8
28015,232.4,260.8
28017,252.4,288.5
28019,215.0,295.2
28021,183.7,303.1
28023,121.1,378.6
28025,232.7,305.9
28027,298.1,196.5
28029,158.2,323.2
28031,111.1,366.6
28033,327.8,207.8
28035,76.2,401.4
28037,163.7,334.1
28039,39.3,441.9
28041,63.6,423.0
28043,251.6,252.3
28045,58.9,440.0
28047,35.7,451.2
28049,178.8,299.5
28051,216.5,268.0
28053,228.9,250.5
28055,224.8,254.1
28057,275.2,308.9
28059,13.1,464.5
28061,124.1,362.5
28063,180.3,314.4
28065,117.6,360.8
28067,99.2,381.4
28069,169.5,349.0
28071,285.9,248.0
28073,86.1,392.4
28075,145.7,362.8
28077,128.6,352.5
28079,180.4,309.3
28081,276.1,291.7
28083,248.0,239.4
28085,143.8,342.8
28087,219.2,329.5
28089,184.9,295.0
28091,101.5,380.1
28093,314.1,236.4
28095,248.1,313.4
28097,231.0,270.9
28099,173.3,326.9
28101,149.7,343.4
28103,194.0,337.0
28105,216.9,310.0
28107,293.6,223.2
28109,72.5,414.2
28111,66.7,412.1
28113,128.0,366.0
28115,273.1,274.9
28117,298.5,292.5
28119,292.4,210.7
28121,160.5,317.7
28123,158.1,326.0
28125,225.5,252.2
28127,138.9,338.7
28129,132.5,347.8
28131,49.7,428.9
28133,259.3,224.1
28135,270.8,227.7
28137,312.1,215.9
28139,309.4,268.1
28141,305.8,305.9
28143,319.9,193.5
28145,291.0,269.7
28147,112.4,375.3
28149,198.6,282.1
28151,250.6,227.2
28153,93.4,399.0
28155,233.4,283.2
28157,150.6,344.1
28159,194.6,316.2
28161,267.2,247.4
28163,203.4,274.8
29001,286.0,307.3
29003,399.5,298.0
29005,421.3,336.9
29007,285.7,252.8
29009,483.9,64.9
29011,465.5,126.5
29013,433.0,176.0
29015,385.9,173.2
29017,331.3,219.5
29019,314.9,229.9
29021,407.9,276.1
29023,377.8,183.8
29025,367.5,267.9
29027,305.8,226.9
29029,377.2,159.1
29031,320.1,238.2
29033,351.8,250.6
29035,376.6,162.6
29037,418.7,202.2
29039,434.5,135.0
29041,323.6,258.6
29043,446.1,82.7
29045,237.7,332.6
29047,399.0,248.1
29049,389.1,267.7
29051,335.5,198.5
29053,342.3,213.9
29055,327.8,192.4
29057,448.7,114.5
29059,404.3,132.7
29061,358.8,288.8
29063,382.1,287.2
29065,353.7,167.1
29067,423.8,96.3
29069,407.2,193.8
29071,295.4,224.7
29073,309.1,213.0
29075,374.7,308.5
29077,437.1,101.1
29079,335.1,298.0
29081,351.0,315.2
29083,403.8,179.4
29085,403.7,148.0
29087,417.9,311.2
29089,325.3,235.2
29091,413.3,112.2
29093,328.9,199.9
29095,405.4,226.3
29097,478.8,107.7
29099,287.3,235.4
29101,390.6,204.0
29103,265.5,308.6
29105,388.9,137.9
29107,378.1,226.5
29109,463.4,92.1
29111,247.4,311.4
29113,257.7,264.9
29115,319.6,281.6
29117,343.2,274.9
29119,506.9,74.1
29121,294.8,283.1
29123,328.8,209.8
29125,338.5,185.0
29127,252.8,295.0
29129,328.1,319.3
29131,355.0,177.1
29133,350.2,244.5
29135,341.9,202.1
29137,281.1,268.3
29139,283.0,243.7
29141,363.4,184.3
29143,371.2,221.2
29145,492.8,89.6
29147,395.2,324.0
29149,404.5,132.0
29151,321.0,205.1
29153,438.4,82.6
29155,398.7,209.5
29157,301.5,243.6
29159,367.8,202.6
29161,349.3,171.2
29163,252.5,275.8
29165,413.5,256.7
29167,421.8,125.6
29169,366.2,157.1
29171,299.3,324.3
29173,257.9,280.9
29175,305.0,257.4
29177,379.0,243.9
29179,351.9,177.1
29181,392.9,157.7
29183,262.1,257.9
29185,417.7,155.7
29186,299.0,234.2
29187,311.7,217.5
29189,262.4,258.3
29195,348.3,231.1
29197,274.8,327.0
29199,256.8,329.5
29201,339.9,235.0
29203,376.5,149.9
29205,273.8,286.7
29207,359.6,210.7
29209,467.6,65.4
29211,310.2,305.4
29213,457.9,64.0
29215,385.2,134.9
29217,450.0,149.1
29219,280.1,241.7
29221,316.0,206.4
29223,354.1,192.0
29225,418.6,108.0
29227,369.4,327.2
29229,405.2,116.1
29510,256.5,265.4
30001,535.0,139.4
30003,743.6,152.9
30005,710.8,122.3
30007,598.3,78.2
30009,721.2,118.4
30011,600.1,116.0
30013,599.6,72.9
30015,641.9,77.8
30017,639.7,185.5
30019,638.0,248.5
30021,602.9,235.6
30023,519.5,74.7
30025,585.0,166.1
30027,699.1,46.4
30029,477.6,89.5
30031,616.0,104.6
30033,701.2,145.1
30035,529.9,126.8
30037,707.9,48.7
30039,506.5,49.8
30041,659.8,126.7
30043,571.3,108.6
30045,649.7,21.6
30047,472.0,44.6
30049,551.7,76.6
30051,617.0,130.8
30053,417.1,127.0
30055,642.7,207.2
30057,581.0,137.1
30059,623.6,46.1
30061,424.7,51.9
30063,481.1,5.4
30065,741.3,76.7
30067,646.7,95.9
30069,746.6,86.9
30071,743.9,139.2
30073,560.8,118.6
30075,650.9,140.2
30077,527.1,51.6
30079,633.1,212.6
30081,473.3,63.9
30083,587.4,263.7
30085,609.4,254.9
30087,693.3,164.4
30089,421.7,76.0
30091,591.7,285.9
30093,542.7,99.4
30095,701.2,84.2
30097,673.4,68.4
30099,556.2,98.3
30101,586.1,150.8
30103,721.5,135.5
30105,686.5,188.5
30107,674.6,22.0
30109,574.5,208.1
30111,753.1,101.5
31001,538.7,350.8
31003,433.3,301.8
31005,596.4,191.1
31007,680.2,141.2
31009,514.6,227.6
31011,459.4,317.4
31013,626.4,125.4
31015,423.6,249.1
31017,491.9,212.8
31019,537.7,313.2
31021,400.7,391.3
31023,459.0,376.1
31025,447.1,380.9
31027,384.8,328.3
31029,645.4,204.0
31031,527.3,158.0
31033,664.6,155.1
31035,525.5,367.7
31037,437.3,365.6
31039,409.1,368.5
31041,531.3,262.9
31043,375.3,366.6
31045,609.9,90.8
31047,561.5,286.5
31049,642.2,183.1
31051,378.7,350.3
31053,425.2,385.6
31055,430.1,405.9
31057,662.3,202.2
31059,513.0,385.5
31061,571.6,345.7
31063,599.3,271.0
31065,600.7,295.8
31067,487.6,353.2
31069,617.8,174.4
31071,478.1,271.7
31073,580.8,301.4
31075,583.7,169.0
31077,481.6,302.8
31079,519.2,334.3
31081,504.5,353.0
31083,585.4,322.4
31085,621.5,237.6
31087,639.9,235.8
31089,444.7,260.1
31091,558.1,187.5
31093,500.0,318.2
31095,512.4,361.5
31097,463.7,351.2
31099,552.8,335.1
31101,611.7,215.6
31103,461.0,205.0
31105,693.4,125.5
31107,404.4,297.2
31109,474.3,385.2
31111,584.9,247.4
31113,549.9,229.9
31115,498.5,248.4
31117,570.5,202.3
31119,433.6,331.0
31121,487.8,339.9
31123,641.7,158.8
31125,473.6,332.2
31127,443.1,341.8
31129,545.8,384.5
31131,452.4,363.5
31133,468.1,334.9
31135,627.0,212.1
31137,566.8,318.9
31139,414.0,320.0
31141,449.4,346.5
31143,473.3,358.6
31145,620.5,266.2
31147,442.2,322.2
31149,471.2,233.5
31151,501.5,380.9
31153,440.4,393.4
31155,446.4,397.8
31157,666.7,148.9
31159,480.3,389.5
31161,584.5,117.5
31163,514.7,299.8
31165,644.5,106.3
31167,420.9,350.9
31169,534.0,375.5
31171,538.1,211.2
31173,388.2,373.8
31175,496.8,284.2
31177,417.2,406.3
31179,402.2,344.4
31181,558.2,367.8
31183,462.5,289.7
31185,492.4,370.4
32001,258.1,102.7
32003,250.4,184.6
32005,174.3,29.6
32007,445.5,202.9
32009,244.7,89.4
32011,367.1,212.8
32013,314.6,190.4
32015,327.3,171.9
32017,330.1,202.4
32019,197.7,48.7
32021,227.3,85.6
32023,303.2,138.4
32027,285.2,128.9
32029,196.5,38.6
32031,245.1,115.1
32033,425.1,187.6
32510,175.8,19.3
33001,81.8,27.7
33003,75.8,20.0
33005,77.5,74.8
33007,102.6,36.7
33009,108.0,12.2
33011,54.8,68.6
33013,73.7,41.7
33015,41.9,67.8
33017,62.1,50.5
33019,94.3,48.5
34001,18.4,218.2
34003,20.1,210.1
34005,38.1,226.4
34007,44.9,209.9
34009,36.4,200.9
34011,44.2,190.4
34013,19.1,222.3
34015,50.3,198.7
34017,9.6,225.9
34019,53.9,238.5
34021,51.1,237.2
34023,32.1,246.9
34025,31.5,256.7
34027,35.6,218.8
34029,32.2,245.9
34031,31.3,205.3
34033,57.6,184.2
34035,38.9,239.4
34037,51.2,200.9
34039,21.6,231.3
34041,59.0,223.4
35001,624.2,58.4
35003,512.5,184.0
35005,577.8,183.5
35006,549.4,124.4
35007,743.2,98.7
35009,588.5,169.0
35011,618.3,130.8
35013,598.5,236.4
35015,533.7,244.1
35017,507.5,246.1
35019,659.8,89.4
35021,675.1,120.8
35023,489.7,280.9
35025,505.6,249.2
35027,638.7,138.9
35028,658.9,20.9
35029,546.2,262.7
35031,549.2,126.8
35033,720.3,63.5
35035,611.4,213.6
35037,624.0,144.0
35039,653.6,68.0
35041,565.8,183.9
35043,624.3,49.6
35045,571.0,117.5
35047,690.2,69.0
35049,670.5,13.0
35051,577.0,190.7
35053,595.9,129.5
35055,709.9,63.9
35057,660.7,79.4
35059,697.5,151.1
35061,611.5,81.8
36001,130.5,97.6
36003,68.4,224.3
36005,10.6,217.9
36007,111.5,157.0
36009,53.9,214.5
36011,47.9,146.1
36013,54.6,214.5
36015,107.9,188.8
36017,95.8,132.5
36019,117.3,43.3
36021,107.9,121.2
36023,79.3,142.6
36025,117.1,134.0
36027,73.4,155.6
36029,18.2,248.3
36031,110.8,13.4
36033,85.8,43.8
36035,111.8,64.7
36037,35.7,221.2
36039,110.4,118.6
36041,86.7,34.4
36043,76.6,51.4
36045,21.1,102.0
36047,5.2,232.5
36049,45.2,73.5
36051,59.8,209.1
36053,68.9,112.4
36055,62.9,192.2
36057,117.6,79.0
36059,16.4,226.0
36061,6.4,222.7
36063,19.3,245.8
36065,62.1,88.8
36067,50.3,129.7
36069,70.9,183.6
36071,52.9,180.2
36073,42.1,215.1
36075,22.0,116.4
36077,104.7,107.9
36079,50.9,178.1
36081,4.4,231.3
36083,134.7,89.1
36085,15.8,237.7
36087,32.1,196.6
36089,47.5,63.0
36091,135.2,62.2
36093,137.8,81.7
36095,129.1,99.8
36097,91.2,183.9
36099,65.5,165.0
36101,92.2,208.5
36103,65.4,211.7
36105,83.8,162.3
36107,105.7,171.1
36109,86.2,164.1
36111,88.2,142.5
36113,119.3,31.8
36115,143.2,47.6
36117,43.2,161.8
36119,32.3,197.1
36121,39.8,230.6
36123,79.4,182.2
37001,168.0,126.5
37003,208.0,46.4
37005,239.2,26.0
37007,120.0,134.5
37009,247.7,6.8
37011,243.0,34.5
37013,54.6,227.7
37015,79.0,188.6
37017,56.9,216.7
37019,16.2,255.1
37021,245.5,1.8
37023,218.5,45.7
37025,157.6,96.6
37027,222.2,37.2
37029,39.6,196.7
37031,14.4,274.1
37033,188.2,125.8
37035,195.4,61.8
37037,143.5,142.1
37039,270.3,93.6
37041,62.9,194.2
37043,254.8,80.1
37045,193.1,56.1
37047,44.3,227.4
37049,36.0,246.6
37051,92.4,184.8
37053,36.6,203.3
37055,29.6,250.3
37057,172.8,91.7
37059,189.3,70.9
37061,71.6,232.4
37063,153.5,155.0
37065,98.3,185.2
37067,195.4,79.0
37069,131.0,167.1
37071,175.4,77.4
37073,50.2,173.0
37075,273.8,76.9
37077,153.1,152.3
37079,77.5,213.4
37081,181.4,105.0
37083,101.7,162.3
37085,112.9,171.5
37087,259.5,27.2
37089,229.1,18.2
37091,65.9,169.5
37093,104.7,167.3
37095,34.4,249.8
37097,191.7,62.7
37099,248.9,41.3
37101,109.7,193.1
37103,43.7,247.8
37105,127.7,153.1
37107,64.8,230.3
37109,187.0,72.0
37111,229.7,26.0
37113,249.7,60.4
37115,265.6,21.8
37117,82.7,198.4
37119,159.7,96.6
37121,249.8,34.2
37123,136.5,124.5
37125,128.1,143.8
37127,113.7,177.3
37129,21.1,264.4
37131,84.3,155.8
37133,45.6,259.6
37135,162.3,141.4
37137,31.0,252.9
37139,46.2,197.4
37141,42.8,249.9
37143,54.5,197.3
37145,168.2,146.6
37147,72.4,210.3
37149,214.9,29.1
37151,159.4,114.0
37153,112.6,146.2
37155,78.9,190.4
37157,198.9,101.3
37159,171.4,84.5
37161,212.0,35.4
37163,78.2,209.0
37165,96.5,165.4
37167,144.1,111.5
37169,212.5,74.3
37171,222.9,51.1
37173,275.4,54.3
37175,235.9,32.3
37177,56.2,222.5
37179,135.1,118.8
37181,138.4,147.6
37183,133.4,171.7
37185,121.5,146.9
37187,70.5,211.9
37189,243.5,19.3
37191,86.7,215.9
37193,223.8,31.4
37195,97.6,196.0
37197,206.5,57.1
37199,249.9,22.8
38001,498.7,152.4
38003,282.1,332.4
38005,349.9,344.5
38007,531.5,207.9
38009,427.8,354.8
38011,544.5,145.8
38013,502.3,334.0
38015,395.2,252.8
38017,243.5,363.9
38019,325.1,407.4
38021,308.1,284.3
38023,546.9,331.7
38025,495.7,235.7
38027,325.1,339.2
38029,388.2,224.0
38031,321.6,327.5
38033,554.3,203.7
38035,262.2,397.3
38037,453.8,186.4
38039,291.7,348.5
38041,491.7,175.8
38043,360.5,273.0
38045,305.7,295.8
38047,351.9,258.6
38049,410.1,323.1
38051,351.4,246.8
38053,533.4,258.6
38055,441.1,271.5
38057,459.2,242.3
38059,435.8,215.3
38061,488.5,295.9
38063,295.9,371.3
38065,435.6,239.6
38067,286.9,434.5
38069,380.1,338.2
38071,325.7,372.5
38073,264.3,331.2
38075,462.9,337.2
38077,232.9,355.9
38079,384.0,372.7
38081,267.5,321.3
38083,390.0,290.7
38085,429.0,188.2
38087,539.3,169.0
38089,499.1,198.8
38091,267.9,366.7
38093,323.9,300.9
38095,356.5,381.7
38097,242.2,387.2
38099,283.7,409.4
38101,451.0,306.1
38103,359.9,308.2
38105,541.6,301.0
39001,188.7,191.2
39003,71.5,266.9
39005,50.6,185.4
39007,53.6,198.1
39009,153.6,136.5
39011,87.2,267.5
39013,115.8,96.4
39015,187.8,208.7
39017,165.9,259.5
39019,77.3,127.3
39021,109.2,235.9
39023,123.2,233.5
39025,185.6,224.7
39027,155.2,230.6
39029,74.7,127.9
39031,90.8,149.7
39033,46.5,214.0
39035,5.8,196.8
39037,123.2,279.8
39039,57.3,301.0
39041,85.9,200.7
39043,9.4,222.3
39045,121.1,171.0
39047,140.2,213.0
39049,107.0,194.3
39051,33.0,294.3
39053,186.6,152.7
39055,28.1,181.7
39057,140.0,236.9
39059,107.2,121.7
39061,181.4,246.0
39063,49.1,252.8
39065,72.3,242.6
39067,95.8,113.3
39069,38.9,282.3
39071,166.9,215.2
39073,139.3,160.7
39075,72.5,159.7
39077,25.1,211.5
39079,171.9,167.5
39081,96.3,106.6
39083,77.1,176.0
39085,28.7,199.2
39087,200.3,153.8
39089,98.0,170.2
39091,91.7,240.9
